Date,Close,High,Low,Open,Volume
2024-10-01,0.030873727053403854,0.0318339541554451,0.030637254938483238,0.030873727053403854,0
2024-10-02,0.030741799622774124,0.03157861530780792,0.030367445200681686,0.030741799622774124,0
2024-10-03,0.03040345571935177,0.03056515008211136,0.03010234609246254,0.03040345571935177,0
2024-10-04,0.030202355235815048,0.03128226101398468,0.029902515932917595,0.030202355235815048,0
2024-10-07,0.030030030757188797,0.03036191314458847,0.029868578538298607,0.030030030757188797,0
2024-10-08,0.029877500608563423,0.029957160353660583,0.02976810745894909,0.029877500608563423,0
2024-10-09,0.029806260019540787,0.030030030757188797,0.02978850156068802,0.029806260019540787,0
2024-10-10,0.029832934960722923,0.029913252219557762,0.02975570783019066,0.029832934960722923,0
2024-10-11,0.029912356287240982,0.03020053170621395,0.029895365238189697,0.029912356287240982,0
2024-10-14,0.030066147446632385,0.03021148219704628,0.03002101369202137,0.030066147446632385,0
2024-10-15,0.030098725110292435,0.030111413449048996,0.029903410002589226,0.030098725110292435,0
2024-10-16,0.030039049685001373,0.03019505925476551,0.029958058148622513,0.030039049685001373,0
2024-10-17,0.03014136478304863,0.0303609911352396,0.03006524033844471,0.03014136478304863,0
2024-10-18,0.03017137199640274,0.030254438519477844,0.030120480805635452,0.03017137199640274,0
2024-10-21,0.03022061102092266,0.03023614175617695,0.029832934960722923,0.03022061102092266,0
2024-10-22,0.029841840267181396,0.029895365238189697,0.029797377064824104,0.029841840267181396,0
2024-10-23,0.029841840267181396,0.029849855229258537,0.029559560120105743,0.029841840267181396,0
2024-10-24,0.029605068266391754,0.03028467483818531,0.029555195942521095,0.029605068266391754,0
2024-10-25,0.029698265716433525,0.029751280322670937,0.029568303376436234,0.029698265716433525,0
2024-10-28,0.029626116156578064,0.029691211879253387,0.029529010877013206,0.029626116156578064,0
2024-10-29,0.029620854184031487,0.029843619093298912,0.029558688402175903,0.029620854184031487,0
2024-10-30,0.029735354706645012,0.029753049835562706,0.02958579920232296,0.029735354706645012,0
2024-10-31,0.0296305064111948,0.029691211879253387,0.029513325542211533,0.0296305064111948,0
2024-11-01,0.029574424028396606,0.02961208112537861,0.029453346505761147,0.029574424028396606,0
2024-11-04,0.029529886320233345,0.029729166999459267,0.029515067115426064,0.029529886320233345,0
2024-11-05,0.029618220403790474,0.029971525073051453,0.029594553634524345,0.029618220403790474,0
2024-11-06,0.02987482398748398,0.029878392815589905,0.029084140434861183,0.02987482398748398,0
2024-11-07,0.029113776981830597,0.029481133446097374,0.029359951615333557,0.029411764815449715,0
2024-11-08,0.029429076239466667,0.02944987453520298,0.029205605387687683,0.029429076239466667,0
2024-11-11,0.029182596132159233,0.029222676530480385,0.02891761250793934,0.029182596132159233,0
2024-11-12,0.029019152745604515,0.029003161936998367,0.028682058677077293,0.029019152745604515,0
2024-11-13,0.028710879385471344,0.030047176405787468,0.02865329384803772,0.028710879385471344,0
2024-11-14,0.028612302616238594,0.02875380963087082,0.0284414105117321,0.028612302616238594,0
2024-11-15,0.028594303876161575,0.029186001047492027,0.028522532433271408,0.028594303876161575,0
2024-11-18,0.028771182522177696,0.028892548754811287,0.02867794781923294,0.028771182522177696,0
2024-11-19,0.028919287025928497,0.029012419283390045,0.028846709057688713,0.028919287025928497,0
2024-11-20,0.028991390019655228,0.029011573642492294,0.028781119734048843,0.028991390019655228,0
2024-11-21,0.028876695781946182,0.02892514318227768,0.028796864673495293,0.028876695781946182,0
2024-11-22,0.028801841661334038,0.029019152745604515,0.028751330450177193,0.028801841661334038,0
2024-11-25,0.02905287779867649,0.029146021232008934,0.028838390484452248,0.02905287779867649,0
2024-11-26,0.028859194368124008,0.028988869860768318,0.02875215746462345,0.028859194368124008,0
2024-11-27,0.028808480128645897,0.02909260056912899,0.02877780608832836,0.028808480128645897,0
2024-11-28,0.028977109119296074,0.029106998816132545,0.02892179600894451,0.028977109119296074,0
2024-11-29,0.029069766402244568,0.029256019741296768,0.02905287779867649,0.029069766402244568,0
2024-12-02,0.029111232608556747,0.029111232608556747,0.028951939195394516,0.029111232608556747,0
2024-12-03,0.02900736778974533,0.029161320999264717,0.02893434651196003,0.02900736778974533,0
2024-12-04,0.029129039496183395,0.029262011870741844,0.029063008725643158,0.029129039496183395,0
2024-12-05,0.029229508712887764,0.029412629082798958,0.029180891811847687,0.029229508712887764,0
2024-12-06,0.029351335018873215,0.0295072291046381,0.029248319566249847,0.029351335018873215,0
2024-12-09,0.029359951615333557,0.02972298115491867,0.029325515031814575,0.029384974390268326,0
2024-12-10,0.029626116156578064,0.029738008975982666,0.02955082803964615,0.029626116156578064,0
2024-12-11,0.029667427763342857,0.02971768006682396,0.029479393735527992,0.029667427763342857,0
2024-12-12,0.029588423669338226,0.02963840961456299,0.029422149062156677,0.029588423669338226,0
2024-12-13,0.029481133446097374,0.029489826411008835,0.029256874695420265,0.029481133446097374,0
2024-12-16,0.029332395642995834,0.02939360961318016,0.029256874695420265,0.029332395642995834,0
2024-12-17,0.029374614357948303,0.029412629082798958,0.029163019731640816,0.029374614357948303,0
2024-12-18,0.029256874695420265,0.02929115481674671,0.029156219214200974,0.029256874695420265,0
2024-12-19,0.028918448835611343,0.029019152745604515,0.028843382373452187,0.028918448835611343,0
2024-12-20,0.028918448835611343,0.029195375740528107,0.028875861316919327,0.028918448835611343,0
2024-12-23,0.029191114008426666,0.029311759397387505,0.02913752943277359,0.029191114008426666,0
2024-12-24,0.029171530157327652,0.029335835948586464,0.029154520481824875,0.029171530157327652,0
2024-12-25,0.029355645179748535,0.029941018670797348,0.029154520481824875,0.029355645179748535,0
2024-12-26,0.0292603000998497,0.02934444509446621,0.029180040583014488,0.0292603000998497,0
2024-12-27,0.029308324679732323,0.029481133446097374,0.029222676530480385,0.029308324679732323,0
2024-12-30,0.029420416802167892,0.029482871294021606,0.02918856032192707,0.029420416802167892,0
